ARPVITK1187B98FA5E <sep> Bigott <sep> 0.470699 <sep> Zaragoza, Aragon, ES
ARMGUAA1241B9C4DF9 <sep> Bedroom <sep> 0.42596 <sep> Barcelona, Catalonia, ES
ARHEGPL12802FDE698 <sep> Nacho Umbert & La Compañía <sep> 0.36168 <sep> Barcelona, Catalonia, ES
ARL8SN51187FB42274 <sep> La Jr <sep> 0.303848 <sep> Barcelona, Catalonia, ES
ARSITIS1187B99C87F <sep> Truman <sep> 0.350852 <sep> Provo, UT, US
ARXMYKF124BAE7308A <sep> Akron <sep> 0.360975 <sep> New York, NY, US
ARPYIUM122ECCBBDC1 <sep> Likewise <sep> 0.364302 <sep> San Francisco, CA, US
ARUGKUQ12086C13CCF <sep> Serpentina <sep> 0.399207 <sep> Spain
ARJSUIU1187FB5076A <sep> Nistal <sep> 0.334187 <sep> Madrid,Spain
AR71POE1187B98D25E <sep> Dean Brown <sep> 0.442032 <sep> United States
ARMG1XS1187FB3D2C4 <sep> John Coltrane Quartet <sep> 0.364066 <sep> Hamlet, NC, US
ARUGX3F1187FB56372 <sep> Bitch <sep> 0.424427 <sep> Los Angeles, CA, US
ARVRORM1187B99C225 <sep> Orquesta del Desierto <sep> 0.321256 <sep> United States
ARAJVDG122989009DA <sep> Yawning Sons <sep> 0.323818 <sep> United States
ARMBSHA1187B9B6EA9 <sep> Caroline Herring <sep> 0.355174 <sep> Austin, TX, US
ARLRODP124207811EB <sep> Los Fantasmas Del Valle <sep> 0.372018 <sep> Rio Grande City, TX, US
ARKQTI41187FB3BFE8 <sep> Peligro <sep> 0.408961 <sep> Oxnard, CA, US
ARKBDTA1187FB4244B <sep> Lobo IV <sep> 0.31458 <sep> San Antonio, TX, US
ARM7TTZ1187FB42144 <sep> Jessy Serrata <sep> 0.312042 <sep> Santa Rosa, CA, US
ARLPJOB12AF7DAEDE3 <sep> Grupo Vida <sep> 0.312962 <sep> San Antonio, TX, US
ARNSHVJ11F50C4F8A7 <sep> Hank III <sep> 0.507623 <sep> Tennessee, US
ARGOZQP1187B99B910 <sep> Ruth's Hat <sep> 0.302898 <sep> Grand Bend, Ontario, CA
ARKJSEQ11F50C4CF7A <sep> La Leyenda <sep> 0.450475 <sep> Monterrey, Nuevo Leon, MX
ARLJ1XI1187FB42F55 <sep> Negami <sep> 0.332202 <sep> Houston, TX, US
ARTE8331187B9A3048 <sep> Ran Blake <sep> 0.31338 <sep> Springfield, MA, US
AR6TOCD1187B9A95B5 <sep> Warne Marsh <sep> 0.368426 <sep> Los Angeles, CA, US
AR2TO851187FB46C13 <sep> Aphrodesia <sep> 0.332654 <sep> San Francisco, CA, US
ARFBDHV1187B9B37F9 <sep> Buena fe <sep> 0.395572 <sep> London, England, GB
ARHVJ8D1187B99C825 <sep> Moneda Dura <sep> 0.360322 <sep> Havana, Ciudad de la Habana, CU
ARXLH0B1187FB498E5 <sep> Habana Abierta <sep> 0.322759 <sep> Havana, Ciudad de la Habana, CU
AR4GXW71187B98B06D <sep> Georges Ulmer <sep> 0.3315 <sep> France
ARU7M5O1187B9B91B6 <sep> Luzer <sep> 0.337715 <sep> New Jersey, US
ARCPZAQ1252CCFA27B <sep> Lipo <sep> 0.365316 <sep> Liberec, Liberec Region, CZ
ARSCIBQ124207812DC <sep> Ektor <sep> 0.404281 <sep> Bayamón, PR
ARYHLMB1269FB2EED0 <sep> Bo Deal <sep> 0.321203 <sep> La Grange, GA, US
ARJTMEJ1241B9C4367 <sep> EKA <sep> 0.347521 <sep> Helsinki, Uusimaa, FI
ARC43MK1187FB507D2 <sep> New Swing Sextet <sep> 0.32768 <sep> United States
AR7LMX31187B9897DF <sep> Tiny Tunes <sep> 0.300416 <sep> New Jersey, US
ARACTPI1187B99DD76 <sep> Huayucaltia <sep> 0.309575 <sep> Los Angeles, CA, US
ARR3WHE1187FB4B47C <sep> Brian Parnham <sep> 0.374703 <sep> New Hampshire, US
ART08MQ1187B99170D <sep> Anomalous Disturbances <sep> 0.356573 <sep> Ontario, CA
AR3X1I61187FB576D2 <sep> Dilate <sep> 0.313409 <sep> Fort Wayne, IN, US
ARZVL8R1187FB41043 <sep> mwvm <sep> 0.340074 <sep> Grand Junction,Colorado,United States
ARTLSJY1187FB4F774 <sep> Jorge Reyes <sep> 0.316958 <sep> Caracas, Distrito Federal, VE
ARYZOVH122988FE16B <sep> Juta Takahashi <sep> 0.344678 <sep> Japan
ARRQTV711C8A416537 <sep> Eden Brent <sep> 0.37171 <sep> Greenville, MS, US
ARYITMI1187FB48723 <sep> Big Joe Duskin <sep> 0.353912 <sep> Collegeville, Birmingham, AL, US
ARV0DN21187B99E488 <sep> Mitch Woods <sep> 0.311461 <sep> Brooklyn, New York, NY, US
ARCZMUJ11F4C83DF45 <sep> Robin Rogers <sep> 0.382371 <sep> New Mexico, US
ARUJNEA11F4C841522 <sep> The Mannish Boys <sep> 0.406718 <sep> Los Angeles,California,United States
ARZX07J1187B98BCE2 <sep> Richard Johnston <sep> 0.323587 <sep> Memphis, TN, US
ARMFPXY12420780249 <sep> Reverend Raven <sep> 0.328069 <sep> Milwaukee, WI, US
ARAMVJG11F4C84151F <sep> Phantom Blues Band <sep> 0.331071 <sep> Los Angeles, CA, US
ARHWVGW1187FB41479 <sep> The Paul Butterfield Blues Band <sep> 0.401845 <sep> Chicago, IL, US
ARJDTEH122988FE799 <sep> The Homemade Jamz Blues Band <sep> 0.353492 <sep> Tupelo, MS, US
AR5OM571187FB52F3E <sep> Otis Grand <sep> 0.328012 <sep> Beirut, Beirut, LB
ARSJJGI11E8F5C0782 <sep> Gina Sicilia <sep> 0.373293 <sep> Philadelphia, PA, US
ARSQVZP11F4C841520 <sep> The Hollywood Blue Flames <sep> 0.322927 <sep> Los Angeles,California,United States
ARORLAI11EBCD751E3 <sep> Anni Piper <sep> 0.372005 <sep> New South Wales, AU
ARDITGN129CDD179A8 <sep> Teeny Tucker <sep> 0.32899 <sep> Ohio, US
ARGC6NW1187B98DF72 <sep> Zola Moon <sep> 0.342636 <sep> Los Angeles, CA, US
ARZUZ5B1187FB3E390 <sep> Adriana Varela <sep> 0.432776 <sep> Avellaneda, Buenos Aires, AR
ARDCW451187FB384EB <sep> María Graña <sep> 0.320671 <sep> Buenos Aires, Autonomous City of Buenos Aires, AR
ARVOJDY122ECCBA89F <sep> Rachel McGoye <sep> 0.328368 <sep> Los Angeles, CA, US
ARSKJBO11EBCD79858 <sep> Amy Kuney <sep> 0.3656 <sep> Tulsa, OK, US
ARZWSAN11EB9C82196 <sep> Gaby Moreno <sep> 0.470917 <sep> Los Angeles, CA, US
ARW56U71187FB52BF7 <sep> Boh Runga <sep> 0.318256 <sep> Christchurch, Canterbury, NZ
AR3M9801187B9B2D42 <sep> Monica Richards <sep> 0.402933 <sep> Los Angeles, CA, US
ARCF9UZ1187B98B996 <sep> Strange Boutique <sep> 0.348499 <sep> Washington, DC, US
ARQT4PB1187FB4B191 <sep> The Beauty of Gemina <sep> 0.404554 <sep> Switzerland
ARO4KCY1187FB5A93D <sep> Mean Mr Mustard <sep> 0.359444 <sep> Johannesburg,South Africa
ARUJYBV11F4C844B11 <sep> Adam Tas <sep> 0.327938 <sep> Pretoria, Gauteng, ZA
AR5BTNO1187FB55325 <sep> Rachelle van Zanten <sep> 0.326419 <sep> Ontario, CA
ARHJ5ZO1187B998441 <sep> The Four Lads <sep> 0.348918 <sep> Toronto, Ontario, CA
AR5YT6E119B340313C <sep> Missus Beastly <sep> 0.306601 <sep> Germany
AREL75Y1187B98F9C0 <sep> Raw Material <sep> 0.301852 <sep> United Kingdom
AREOHKN122988EE430 <sep> Klondike Kat <sep> 0.342761 <sep> Houston, TX, US
ARQALRL11F4C845BDC <sep> Cold World Hustlers <sep> 0.339546 <sep> Redwood City, CA, US
ARSXFQQ11F50C4E4E2 <sep> Manson Family <sep> 0.38488 <sep> United States
AR5RPZP1187B98E309 <sep> I.M.P. <sep> 0.341427 <sep> Elsenfeld, Bavaria, DE
AR79AR111C8A421234 <sep> Darkroom Familia <sep> 0.345985 <sep> San Francisco Bay Area, CA, US
ARVCCZ41187B98C161 <sep> Alex Party <sep> 0.340431 <sep> London, England, GB
ARWSISA1187B9AAC01 <sep> Damita <sep> 0.363535 <sep> Fort Lauderdale, FL, US
ARISHBV1269FCCFD6D <sep> Masspike Miles <sep> 0.36388 <sep> Boston, MA, US
ARWTUAG1241B9CEF1D <sep> Spacebound <sep> 0.422897 <sep> La Habra,California,United States
ARCALHN11F50C4F836 <sep> Uma Mohan <sep> 0.311147 <sep> Chennai, Tamil Nadu, IN
ARKVEDJ1241B9CB3F7 <sep> Diaphane <sep> 0.359975 <sep> France
ARSXQHR11A348EFABC <sep> Helia <sep> 0.438538 <sep> Marino, Lazio, IT
ARHLYFA11E90579EA2 <sep> The Syncope Threshold <sep> 0.353092 <sep> Leesburg  Virginia USA
ARPKLK81187FB42AC9 <sep> Death SS <sep> 0.424112 <sep> Italy
ARVVR0Y11A348F0890 <sep> Oceana <sep> 0.453485 <sep> St. Petersburg, FL, US
ARBKRKM12406A89959 <sep> Bionic Ghost Kids <sep> 0.352195 <sep> United Kingdom
AR0JY2V11C8A42B0E2 <sep> Handshakes and Highfives <sep> 0.423906 <sep> Dallas, TX, US
ARBYOSM125FEF319E0 <sep> One Morning Left <sep> 0.461785 <sep> Finland
ARS8DQD1187FB42C76 <sep> Remarc <sep> 0.305609 <sep> London, England, GB
ARC4LAK1187FB48013 <sep> Alan Kelly <sep> 0.354786 <sep> Springfield, IL, US
ARXOIKC11E8A2E29D5 <sep> The Ricecookers <sep> 0.429888 <sep> Boston, MA, US
ARMXAGB1187FB3A552 <sep> ホフディラン <sep> 0.369608 <sep> Tokyo, Tokyo Prefecture, JP
ARDW1T01187B994F7D <sep> J.A.M. <sep> 0.38266 <sep> Russia
AR1QW201187B994EFF <sep> Jeff Kollman <sep> 0.379864 <sep> Los Angeles, CA, US
ARVKLYB11E8E9B6CA9 <sep> Ed DeGenaro <sep> 0.322281 <sep> Nuremberg, Bavaria, DE
ARZ64731187B9AD4EF <sep> Chris Poland <sep> 0.36208 <sep> New York, NY, US
AR8UED41187FB3A73E <sep> Cyril Achard <sep> 0.310067 <sep> France
ARUJ2HO1187B993B34 <sep> Dave Martone <sep> 0.400132 <sep> Grimsby, Ontario, CA
AR5UGEQ1187FB3969E <sep> Mike Campese <sep> 0.322734 <sep> New York, NY, US
ARG2CEV1187FB4F782 <sep> Milan Polak <sep> 0.329818 <sep> Austria
ARO648R1187B9B6E7E <sep> Joop Wolters <sep> 0.334413 <sep> Netherlands
AR8OG8K1187FB3F28F <sep> Keith MacKenzie <sep> 0.323192 <sep> Chicago,Illinois,United States
ARQACJQ11EBCD78D7C <sep> ACIDIC <sep> 0.447503 <sep> Los Angeles, CA, US
ARFXLRF11EBCD79A65 <sep> P.J. Pacifico <sep> 0.331837 <sep> Connecticut, US
ARQOURE1187B9989EC <sep> Emmy Rossum <sep> 0.42937 <sep> New York, NY, US
ARR7TZ41187B99A646 <sep> Aruna Sairam <sep> 0.356665 <sep> Mumbai, Maharashtra, IN
ARPDDOA11F43A69F2F <sep> Pandit Bhimsen Joshi <sep> 0.417745 <sep> Gadag-Betigeri, Karnataka, IN
ARKPTCY12592CD947B <sep> Sol Electrico <sep> 0.368719 <sep> Dusseldorf,Germany
ARJ723611C8A42CA64 <sep> Villablue <sep> 0.32997 <sep> France
ARDJWVM12086C14B07 <sep> Karen Gibson Roc <sep> 0.366525 <sep> California, US
ARK28MB1187B9AFDEE <sep> Yann Kuhlmann <sep> 0.326598 <sep> Munich, Bavaria, DE
AR6627511C8A422FAE <sep> Kotik <sep> 0.328979 <sep> Guadalajara, Jalisco, MX
ARSB4XU1187FB4CC2A <sep> Robert Hunter <sep> 0.335156 <sep> United States
AR4DPD21187B9B821F <sep> Bob Weir <sep> 0.435299 <sep> San Francisco, CA, US
ARIQ5EE11C8A416043 <sep> Mike Zito <sep> 0.421925 <sep> Netherlands
AR4XV1S1187FB4B926 <sep> Paul Reddick <sep> 0.333053 <sep> Toronto,Canada
ARN5F8P11C8A42BE53 <sep> Innes Sibun <sep> 0.34111 <sep> Bath, England, GB
ARL4AMN1187B99F19A <sep> Nuno Mindelis <sep> 0.310787 <sep> Cabinda, Cabinda, AO
AR751VX1187B9A964B <sep> Vince Converse <sep> 0.342606 <sep> Houston, TX, US
ARZFRAO11EB9C81B39 <sep> FOLIO <sep> 0.378491 <sep> Los Angeles, CA, US
ARZU75C1187FB37E50 <sep> Judy Cheeks <sep> 0.354898 <sep> Tucson, AZ, US
ARCZ4LP1187B990653 <sep> Kym Sims <sep> 0.370524 <sep> United States
AR74JAS1187FB4E74B <sep> Brenton Wood <sep> 0.384299 <sep> Shreveport, LA, US
ARRIN1R1187B9B78FF <sep> Billy Stewart <sep> 0.416446 <sep> Washington, DC, US
ARRQWRY1187B99D014 <sep> Ángela Carrasco <sep> 0.330467 <sep> Dominica
AREEPLC1187B99FDAB <sep> Big Bang Theory <sep> 0.425482 <sep> Japan
ARNPJ3H1187B994341 <sep> Band From TV <sep> 0.337865 <sep> United States
ARDEQ2D1187B9B71D9 <sep> True Blood <sep> 0.301859 <sep> Palm Bay,Florida,United States
ARVJ8GI1187FB4F534 <sep> Prison Break <sep> 0.369433 <sep> St. Helens,England
AR7MNMY1187B991E4D <sep> Joseph LoDuca <sep> 0.385581 <sep> United States
ARNNBHU11F4C83DE63 <sep> H20 <sep> 0.360072 <sep> Bree, Limburg, BE
ARSHMMS12802FDD9AF <sep> Ismael Sanchez <sep> 0.31317 <sep> Alcalá de Guadaíra,Spain
ARZ8A551187FB428C4 <sep> Lisa Millett <sep> 0.342038 <sep> United Kingdom
ARL8KKV1187B989B57 <sep> Bad Boy Joe <sep> 0.321869 <sep> Brooklyn, New York, NY, US
ARRQUV01187FB57A6D <sep> Lauren Hoffman <sep> 0.322353 <sep> Charlottesville, VA, US
ARB5HXE1187B9B117A <sep> Da Hool <sep> 0.441234 <sep> Bottrop, North Rhine-Westphalia, DE
ARMXSSC12D5CD712BC <sep> Maya Isacowitz <sep> 0.447607 <sep> ISRAEL
AR2O3YI1187FB42079 <sep> Yoni Rechter <sep> 0.313708 <sep> Tel Aviv, Tel Aviv, IL
ARAPKQN11EB9C82784 <sep> FeelAbouT <sep> 0.404091 <sep> Tel Aviv,Israel
ARYZHHW122C867403F <sep> Sara Swenson <sep> 0.330739 <sep> Missouri
ARW5F841187B99DC1C <sep> Agents of the Sun <sep> 0.340579 <sep> Baltimore, MD, US
ARGTNOU1187B9A8719 <sep> The Fureys & Davey Arthur <sep> 0.35998 <sep> Ireland
AR7STDA1187B9A7E86 <sep> Finbar Furey <sep> 0.34675 <sep> Ballyfermot, Dublin, Dublin, IE
ARFIH7S1187B9A0BDD <sep> Summerlove <sep> 0.333824 <sep> United States
AREJSXH11EBCD77AA4 <sep> THE BROTHERS MOVEMENT <sep> 0.362942 <sep> Bend, OR, US
ARTRZJ61187FB4044F <sep> Honest Bob and the Factory-to-Dealer Incentives <sep> 0.377702 <sep> Cambridge, England, GB
ARWAZSV1187B9A1943 <sep> The Acro-brats <sep> 0.358112 <sep> Boston, MA, US
ARQ20J41187FB47BA3 <sep> Made in Mexico <sep> 0.39778 <sep> Providence, RI, US
ARX993H1187B99234F <sep> May Result <sep> 0.412125 <sep> Belgrade, Beograd, RS
ARJXXDQ119B866996B <sep> The Stone <sep> 0.351262 <sep> Belgrade,Serbia
ARRT53S1187B9934CC <sep> Heller <sep> 0.33011 <sep> Belgrade, Beograd, RS
AR5LLVT1187B9B93F9 <sep> Aaron Comess <sep> 0.309813 <sep> New York, NY, US
ARSKZRB122988FD36C <sep> Recess Monkey <sep> 0.368317 <sep> Seattle, WA, US
ARJPVMZ1187FB37633 <sep> The Last Broadcast <sep> 0.304621 <sep> New York, NY, US
ARASCMG1187B9A915A <sep> Remma <sep> 0.339395 <sep> Cork, Cork, IE
ARGG08B1187FB4BD71 <sep> The Joggers <sep> 0.373353 <sep> Portland, OR, US
AR5ZE5K1187B9AA891 <sep> Kelley Stoltz <sep> 0.455157 <sep> New York, NY, US
ARED24S1187B998768 <sep> Fonzie <sep> 0.459037 <sep> Lisbon, Lisbon, PT
ARJIUMJ122ECCBE52E <sep> Pistolera <sep> 0.358604 <sep> New York, NY, US
ARLLABD11F4C844549 <sep> Protection <sep> 0.328622 <sep> Hollywood, Los Angeles, CA, US
ARYDUJF1187B9BA403 <sep> The Squares <sep> 0.375273 <sep> Liverpool, England, GB
ARHXMYI1241B9C5BDE <sep> Skeptical <sep> 0.348725 <sep> London, England, GB
ARXYGPH123E29C2754 <sep> bygones <sep> 0.458022 <sep> Sacramento, CA, US
ARZS1DE1187B9B28AC <sep> Vatra <sep> 0.362379 <sep> Virovitisa, Virovitičko-podravska, HR
ARDIBPW123E29C22FF <sep> Gustafi <sep> 0.427648 <sep> Dignano,Croatia
AR071RQ1187B98EFA6 <sep> Genesis Elijah <sep> 0.313476 <sep> Brixton, London, England, GB
ARPC8DE1187FB5113F <sep> The Shivvers <sep> 0.319484 <sep> Milwaukee, WI, US
AR8YWO01187FB4B89E <sep> The Carpettes <sep> 0.30741 <sep> Houghton-le-Spring, England, GB
ARCHGOH11F4C843208 <sep> Dr Faustus <sep> 0.354125 <sep> Berlin,Germany
ARIV2ED1187FB3D2DD <sep> Corrina Hewat <sep> 0.349467 <sep> Great Britain, GB
AREHOBY11EBCD7B13F <sep> The Old Dance School <sep> 0.371953 <sep> Birmingham,England
ARULKPS1187FB552FF <sep> Aidan O'Rourke <sep> 0.328723 <sep> Edinburgh, Scotland, GB
ARG1DU8119B8668351 <sep> The Demon Barbers <sep> 0.309885 <sep> Leeds, England, GB
ARXBD1V1187B99DF7F <sep> John Tams <sep> 0.367978 <sep> United Kingdom
ARLYZEH122988F936F <sep> Jim Brannigan <sep> 0.36023 <sep> Ontario, CA
ARZKETU12086C13EDC <sep> Straight Furrow <sep> 0.340572 <sep> Great Britain / UK
AR2GZXO1187B9A46E5 <sep> Kieran O'Hare <sep> 0.300186 <sep> Chicago, IL, US
ARG5IOD1187FB37CFF <sep> Wild Colonial Bhoys <sep> 0.366467 <sep> United States
ARMD1UO1187FB573E6 <sep> Laoise Kelly <sep> 0.324219 <sep> Ireland
ARNT5VN1187B98AA50 <sep> Culann's Hounds <sep> 0.345708 <sep> San Francisco, CA, US
ARGZTP21187B99E015 <sep> Session A9 <sep> 0.303028 <sep> Scotland, GB
ARO1TLR1187B99E216 <sep> Anton Barbeau <sep> 0.317755 <sep> Sacramento, CA, US
AROXFWP1187FB4D2FA <sep> The Roots of Orchis <sep> 0.348392 <sep> Summerville, SC, US
ARNS6FV1187B98EA8C <sep> KWS <sep> 0.319864 <sep> Nottingham, England, GB
ARMKWGF1187FB3FA7E <sep> Kim Stockwood <sep> 0.306615 <sep> St. John's, Newfoundland and Labrador, CA
ARHT2KT1187B9B7A28 <sep> Single Frame <sep> 0.310592 <sep> Austin, TX, US
ARZQSDD1187B98DF07 <sep> Gruppo Sportivo <sep> 0.437154 <sep> The Hague, South Holland, NL
ARM4LFW1187B994EB2 <sep> Nits <sep> 0.364302 <sep> Amsterdam, North Holland, NL
ARL216Z1187FB3618D <sep> Impala <sep> 0.361017 <sep> Memphis, TN, US
AR6CDRC1187B9A482C <sep> Freya <sep> 0.424315 <sep> Syracuse, NY, US
ARLLXNY1187B9984D8 <sep> LSB <sep> 0.431728 <sep> Chelmsford, England, GB
ARQUKSX1187B9A7312 <sep> Kava Kava <sep> 0.421611 <sep> Huddersfield, England, GB
ARZMCOT12086C16E63 <sep> Grafix <sep> 0.381009 <sep> Bournemouth,England
ARCYDAY1187B993C48 <sep> Laos <sep> 0.337051 <sep> California, US
AR8T5ZG1187FB48037 <sep> Ben Sage <sep> 0.394794 <sep> Illinois, US
ARA45QR1187FB583F2 <sep> I Concur <sep> 0.331222 <sep> Leeds, England, GB
ARF2WT71187FB4EDD6 <sep> Napoleon IIIrd <sep> 0.368845 <sep> London, England, GB
ARGYYNT1187FB55210 <sep> The Frank Popp Ensemble <sep> 0.35161 <sep> Germany
ARU0QEH1187B9A0388 <sep> The Bluefoot Project <sep> 0.312554 <sep> Yorkshire, England, GB
ARLGFHQ12B3B3550B5 <sep> Mattix & Futile <sep> 0.350438 <sep> Horsham
ARBNUCG12DE77902F6 <sep> Modestep <sep> 0.662275 <sep> London, England, GB
ARIDXZM12FE086856A <sep> Monstar <sep> 0.354634 <sep> Thailand
ARRWAJI12E9676CDC4 <sep> Darth & Vader <sep> 0.424149 <sep> Beverly Hills,California,United States
ARUNUHU1241B9CBCFB <sep> Kraymer <sep> 0.392703 <sep> Melbourne,Victoria,Australia
ARP6I9K1187B992A13 <sep> Tim Healey <sep> 0.474244 <sep> Brighton, England, GB
ARADGCD12E30EB8384 <sep> Excision and Datsik <sep> 0.436403 <sep> Schenectady,New York,United States
ARALEJL1274363C464 <sep> Alexis K <sep> 0.347149 <sep> Waiuku,New Zealand
AR99DL01187B98BE71 <sep> Hijack <sep> 0.349734 <sep> Pennsylvania, US
ARSSPMJ12592CD936E <sep> The Bulgarian <sep> 0.349177 <sep> Cape Town, Western Cape, ZA
AR9TSHW1187B9A673E <sep> 8 Degrees <sep> 0.324741 <sep> Topeka, KS, US
ARAQSNR1269FB38624 <sep> Dragon Red <sep> 0.369415 <sep> Petaling Jaya,Malaysia
ARAPJAY11F4C844B3C <sep> Project xXx <sep> 0.311842 <sep> London, England, GB
AREFVUH1187B9B3E3A <sep> Sector 7G <sep> 0.395301 <sep> Augusta,Georgia,United States
ARFCLBI1187B98C8E2 <sep> Bosco <sep> 0.424875 <sep> New York, NY, US
ARRP7CC1187B992A7F <sep> Leisuregroove <sep> 0.323387 <sep> Haslemere, England, GB
ARSXHQM12AA0D90850 <sep> Mohombi <sep> 0.487273 <sep> Kinshasa, Kinshasa, CD
ARDYIMH1241B9CA5A8 <sep> MPB <sep> 0.36645 <sep> Brooklyn, New York, NY, US
ARLXNDY1269FB37D1C <sep> Disappearance <sep> 0.379119 <sep> Los Angeles, CA, US
ARC933U1187FB45859 <sep> Saprize <sep> 0.307619 <sep> Bremen, Bremen, DE
ARHLJVD1187B9B6255 <sep> Bolus <sep> 0.320127 <sep> Toronto, Ontario, CA
ARNNR7T1187FB3BFD7 <sep> Rido <sep> 0.404814 <sep> Prague, Prague, CZ
ARBT2SB119B340340E <sep> Midwest Avengers <sep> 0.317881 <sep> St. Louis, MO, US
ARHHCXO122ECCB99E0 <sep> A.W.S. <sep> 0.308299 <sep> Los Angeles, CA, US
AR6UFY511C8A4155C0 <sep> El Postre <sep> 0.313753 <sep> Kamp-Lintfort,Germany
ARYOJU01187FB3BC44 <sep> Jeckyll & Hyde <sep> 0.41775 <sep> Netherlands
AR175B31187B99FFE3 <sep> DJ Furax <sep> 0.446609 <sep> Belgium
ARELSN41187B99DDE9 <sep> DJ Coone <sep> 0.350193 <sep> Belgium
ARFWM7I1187FB3DA74 <sep> 12 Summers Old <sep> 0.322455 <sep> Metairie, LA, US
ARZHITM11A348EFFC9 <sep> It's Like Love <sep> 0.310769 <sep> Glendale, AZ, US
ARLGAGT1241B9C7905 <sep> Susana Allen <sep> 0.336551 <sep> Tennessee, US
AR9AN471187B99E0DA <sep> Scott Wesley Brown <sep> 0.329442 <sep> Carlsbad, CA, US
ARWKTDI1187B99DE53 <sep> Joyless <sep> 0.390141 <sep> Bergen, Hordaland Fylke, NO
ARTWXYT11E90579A20 <sep> Kittens Ablaze <sep> 0.37011 <sep> New York, NY, US
AR4M1RW1187B9A040F <sep> Strip Music <sep> 0.35453 <sep> Beirut, Beirut, LB
ARMSBVH11F50C4BAB4 <sep> Ed Vallance <sep> 0.323714 <sep> London, England, GB
ARHI6R61187B9AF891 <sep> Indian <sep> 0.488539 <sep> Illinois, US
ARWK69L1187B98E8EC <sep> Kerosene 454 <sep> 0.308734 <sep> Silver Spring, MD, US
AR3ZUCG1187B9B433E <sep> Bear Claw <sep> 0.331825 <sep> Chicago, IL, US
ARL3A4K1187B99C2C0 <sep> Clare Burson <sep> 0.412008 <sep> New York, NY, US
ARGASBF11E90579851 <sep> The Roadside Graves <sep> 0.409438 <sep> New South Wales, AU
ARISFAN11E8AD04EDD <sep> American Aquarium <sep> 0.436355 <sep> North Carolina, US
ARPTZFU12086C11B63 <sep> Strand of Oaks <sep> 0.444617 <sep> Philadelphia, PA, US
ARGIVZN122BCFCB475 <sep> Strawfoot <sep> 0.337764 <sep> St. Louis, MO, US
ARDWGCN1187B9AAE22 <sep> Brunswick <sep> 0.309136 <sep> Massachusetts, US
AR5DFYT1187B9A4337 <sep> Paul F. Tompkins <sep> 0.326322 <sep> Philadelphia, PA, US
ARYDTSL1187B9A07BD <sep> Satan <sep> 0.446986 <sep> Newcastle upon Tyne, England, GB
AR3UGZA1187B98A0DF <sep> Blind Fury <sep> 0.410019 <sep> Lugoff, SC, US
ARBUZPJ1187B99C56F <sep> Tysondog <sep> 0.415996 <sep> Newcastle upon Tyne, England, GB
ARKNVQV1187B9978EE <sep> Aragorn <sep> 0.347961 <sep> Cheshire, England, GB
ARL26OZ1187B9978F6 <sep> Heavy Pettin' <sep> 0.335856 <sep> United Kingdom
AR0XFXQ1187B98C49F <sep> The Bachelors <sep> 0.34737 <sep> Dublin, Dublin, IE
AREEQJ31187FB3E32F <sep> Wayne Fontana & The Mindbenders <sep> 0.314154 <sep> Manchester, England, GB
ARCWJUB122C86784EB <sep> Michael Dean Damron <sep> 0.327722 <sep> Portland, OR, US
ARVHGAE1187B9AED67 <sep> Ghreg on Earth <sep> 0.343451 <sep> San Francisco, CA, US
ARGKOLY1269FB34EB8 <sep> Antagon <sep> 0.36706 <sep> Hamburg,Germany
AREVARE11EBCD76918 <sep> Supercluster <sep> 0.330406 <sep> Athens, GA, US
AR22CKP11C8A4219BF <sep> Complete Failure <sep> 0.349656 <sep> Pittsburgh, PA, US
ARMLDDH122988F3D1E <sep> Pubside Down <sep> 0.32174 <sep> Switzerland
AR2ZC2Z1187FB467AC <sep> Love Unlimited <sep> 0.351439 <sep> United States
ARKH35U1187B98E426 <sep> Chagall Guevara <sep> 0.313858 <sep> Nashville, TN, US
ARPGX281187B98EA65 <sep> The Kry <sep> 0.37843 <sep> Los Angeles, CA, US
ARUG3361187B98E1CA <sep> Hoi Polloi <sep> 0.310367 <sep> Cincinnati, OH, US
ARPHCWK1187B991249 <sep> The Waiting <sep> 0.353464 <sep> Shelby, MI, US
ARPCEIA1187B9A0950 <sep> Jerry Kilgore <sep> 0.311241 <sep> Tennessee, US
AR43VEO1187B9998A6 <sep> My Drug Hell <sep> 0.322247 <sep> London, England, GB
ARRENU01187FB3E085 <sep> Nick Holder <sep> 0.435577 <sep> Toronto, Ontario, CA
ARJLVRI1241B9CA324 <sep> Gregori Klosman <sep> 0.318322 <sep> Paris,France
AR7SVRP1187FB55875 <sep> Billy May & His Orchestra <sep> 0.309245 <sep> Queensland, AU
ARDUQZQ11EBCD7C7FC <sep> November-7 <sep> 0.355271 <sep> Italy
ARK3IP41187B9A16A8 <sep> Babylon Mystery Orchestra <sep> 0.406217 <sep> Greenville, SC, US
AR3BMN91187B9B94CA <sep> The Bronx Casket Co. <sep> 0.341281 <sep> New York, NY, US
ARQH2NU1187B999E87 <sep> Necromance <sep> 0.345345 <sep> Allentown, PA, US
ARV2B401187B9A5A0E <sep> Fountain of Tears <sep> 0.315711 <sep> Lancaster, PA, US
ARYPUDV1187B99CE49 <sep> The Corsairs <sep> 0.337112 <sep> Oxfordshire, England, GB
ARXOWRK11F50C4938F <sep> Selma Bajrami <sep> 0.32859 <sep> Sarajevo,Bosnia and Herzegovina
